1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
0.96	-1.88
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
0.98	-1.92
0.98	-1.92
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
0.98	-1.92
1	-2
1	-2
1	-2
1	-2
0.96	-1.88
0.98	-1.92
0.98	-1.92
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
0.98	-1.92
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
1	-2
